date,vw_index
20141231,6434.613
20150102,6436.402
20150105,6309.813
20150106,6255.023
20150107,6322.092
20150108,6427.802
20150109,6375.755
20150112,6325.414
20150113,6306.413
20150114,6270.734
20150115,6222.982
20150116,6310.074
20150120,6302.623
20150121,6336.308
20150122,6424.575
20150123,6384.47
20150126,6415.488
20150127,6369.205
20150128,6266.687
20150129,6318.087
20150130,6235.078
20150202,6320.509
20150203,6427.158
20150204,6393.683
20150205,6470.263
20150206,6450.239
20150209,6422.86
20150210,6470.192
20150211,6460.618
20150212,6524.261
20150213,6549.175
20150217,6561.976
20150218,6558.922
20150219,6540.938
20150220,6577.868
20150223,6569.402
20150224,6585.281
20150225,6591.313
20150226,6567.509
20150227,6554.517
20150302,6583.562
20150303,6560.622
20150304,6533.207
20150305,6541.158
20150306,6443.709
20150309,6462.155
20150310,6363.007
20150311,6364.041
20150312,6448.758
20150313,6410.323
20150316,6487.056
20150317,6466.676
20150318,6551.373
20150319,6506.097
20150320,6572.984
20150323,6571.534
20150324,6536.592
20150325,6460.311
20150326,6446.556
20150327,6455.246
20150330,6531.39
20150331,6489.826
20150401,6473.592
20150402,6505.47
20150406,6548.383
20150407,6533.422
20150408,6546.749
20150409,6566.77
20150410,6597.83
20150413,6567.823
20150414,6589.413
20150415,6628.667
20150416,6625.542
20150417,6559.779
20150420,6603.527
20150421,6583.966
20150422,6612.078
20150423,6633.685
20150424,6627.458
20150427,6598.1
20150428,6622.9
20150429,6603.536
20150430,6544.79
20150501,6598.297
20150504,6620.401
20150505,6551.759
20150506,6530.915
20150507,6548.744
20150508,6628.757
20150511,6598.348
20150512,6585.751
20150513,6584.022
20150514,6639.325
20150515,6649.853
20150518,6666.712
20150519,6658.179
20150520,6653.859
20150521,6668.152
20150522,6649.702
20150526,6581.237
20150527,6624.179
20150528,6617.74
20150529,6577.7
20150601,6586.493
20150602,6593.018
20150603,6607.167
20150604,6545.262
20150605,6542.544
20150608,6504.616
20150609,6509.547
20150610,6581.955
20150611,6596.363
20150612,6555.576
20150615,6528.99
20150616,6561.832
20150617,6573.314
20150618,6624.648
20150619,6586.77
20150622,6620.897
20150623,6629.486
20150624,6578.898
20150625,6559.417
20150626,6566.939
20150629,6430.174
20150630,6443.012
20150701,6479.397
20150702,6475.7
20150706,6444.232
20150707,6486.928
20150708,6381.586
20150709,6399.919
20150710,6473.54
20150713,6531.061
20150714,6557.537
20150715,6537.073
20150716,6569.664
20150717,6542.056
20150720,6527.708
20150721,6495.454
20150722,6493.2
20150723,6456.463
20150724,6393.325
20150727,6353.27
20150728,6436.223
20150729,6494.557
20150730,6493.967
20150731,6485.559
20150803,6458.779
20150804,6448.081
20150805,6454.373
20150806,6422.275
20150807,6398.517
20150810,6487.188
20150811,6433.382
20150812,6435.681
20150813,6422.683
20150814,6450.228
20150817,6481.478
20150818,6465.313
20150819,6404.524
20150820,6278.445
20150821,6115.458
20150824,5873.779
20150825,5797.565
20150826,5979.527
20150827,6128.95
20150828,6142.777
20150831,6104.104
20150901,5932.46
20150902,6012.624
20150903,6037.228
20150904,5945.087
20150908,6080.01
20150909,5997.703
20150910,6014.356
20150911,6030.26
20150914,6001.746
20150915,6073.121
20150916,6141.24
20150917,6131.261
20150918,6030.978
20150921,6058.705
20150922,5978.327
20150923,5950.464
20150924,5927.687
20150925,5933.831
20150928,5776.561
20150929,5782.738
20150930,5890.691
20151001,5902.728
20151002,5989.814
20151005,6111.571
20151006,6100.015
20151007,6161.222
20151008,6224.817
20151009,6227.19
20151012,6221.803
20151013,6175.71
20151014,6143.131
20151015,6227.041
20151016,6250.241
20151019,6236.128
20151020,6237.818
20151021,6186.836
20151022,6268.646
20151023,6297.455
20151026,6272.885
20151027,6237.407
20151028,6326.918
20151029,6318.621
20151030,6294.257
20151102,6370.106
20151103,6388.877
20151104,6359.512
20151105,6353.214
20151106,6342.677
20151109,6281.47
20151110,6299.084
20151111,6270.244
20151112,6171.207
20151113,6122.525
20151116,6213.962
20151117,6200.062
20151118,6291.058
20151119,6283.251
20151120,6294.937
20151123,6290.577
20151124,6310.656
20151125,6313.902
20151127,6315.617
20151130,6291.507
20151201,6352.517
20151202,6272.845
20151203,6186.773
20151204,6280.773
20151207,6214.18
20151208,6161.572
20151209,6141.131
20151210,6148.032
20151211,6029.046
20151214,6033.349
20151215,6110.437
20151216,6201.985
20151217,6106.257
20151218,6013.637
20151221,6052.271
20151222,6112.519
20151223,6209.037
20151224,6199.922
20151228,6173.983
20151229,6228.824
20151230,6184.649
20151231,6141.52
20160104,6061.369
20160105,6080.083
20160106,5988.521
20160107,5856.126
20160108,5788.475
20160111,5776.659
20160112,5803.789
20160113,5668.493
20160114,5749.951
20160115,5636.422
20160119,5622.732
20160120,5541.283
20160121,5587.156
20160122,5703.771
20160125,5603.981
20160126,5705.57
20160127,5669.313
20160128,5689.229
20160129,5834.373
20160201,5828.53
20160202,5714.22
20160203,5765.147
20160204,5792.047
20160205,5703.617
20160208,5605.629
20160209,5591.078
20160210,5586.1
20160211,5498.766
20160212,5622.027
20160216,5713.202
20160217,5810.517
20160218,5797.995
20160219,5788.248
20160222,5872.118
20160223,5807.748
20160224,5828.511
20160225,5898.585
20160226,5898.991
20160229,5864.321
20160301,5984.126
20160302,6023.69
20160303,6067.796
20160304,6097.624
20160307,6129.585
20160308,6042.607
20160309,6077.908
20160310,6072.62
20160311,6178.558
20160314,6164.326
20160315,6136.634
20160316,6181.947
20160317,6247.786
20160318,6272.923
20160321,6270.853
20160322,6260.964
20160323,6205.309
20160324,6202.219
20160328,6211.596
20160329,6266.598
20160330,6295.44
20160331,6287.743
20160401,6307.89
20160404,6280.479
20160405,6215.29
20160406,6273.493
20160407,6206.271
20160408,6241.846
20160411,6233.376
20160412,6305.036
20160413,6368.265
20160414,6365.691
20160415,6364.303
20160418,6411.202
20160419,6460.522
20160420,6468.299
20160421,6421.645
20160422,6458.708
20160425,6438.376
20160426,6471.291
20160427,6507.145
20160428,6458.956
20160429,6434.175
20160502,6472.177
20160503,6399.52
20160504,6363.515
20160505,6362.047
20160506,6383.007
20160509,6373.951
20160510,6452.686
20160511,6401.882
20160512,6406.541
20160513,6345.105
20160516,6406.77
20160517,6359.597
20160518,6342.095
20160519,6322.146
20160520,6360.539
20160523,6346.25
20160524,6416.504
20160525,6464.574
20160526,6459.584
20160527,6484.881
20160531,6473.871
20160601,6492.908
20160602,6516.319
20160603,6510.342
20160606,6553.491
20160607,6574.831
20160608,6599.009
20160609,6581.478
20160610,6510.991
20160613,6460.401
20160614,6438.168
20160615,6435.937
20160616,6449.474
20160617,6454.823
20160620,6501.02
20160621,6519.11
20160622,6507.26
20160623,6598.772
20160624,6365.257
20160627,6240.368
20160628,6347.295
20160629,6459.284
20160630,6546.245
20160701,6561.594
20160705,6506.276
20160706,6536.937
20160707,6522.781
20160708,6622.05
20160711,6645.212
20160712,6702.033
20160713,6707.975
20160714,6737.865
20160715,6732.996
20160718,6744.822
20160719,6732.866
20160720,6749.539
20160721,6725.139
20160722,6754.39
20160725,6726.444
20160726,6735.27
20160727,6705.935
20160728,6713.895
20160729,6732.385
20160801,6700.202
20160802,6656.364
20160803,6686.781
20160804,6688.386
20160805,6739.042
20160808,6743.304
20160809,6746.023
20160810,6731.614
20160811,6765.562
20160812,6759.053
20160815,6783.005
20160816,6747.047
20160817,6756.54
20160818,6782.314
20160819,6767.396
20160822,6759.949
20160823,6779.122
20160824,6742.588
20160825,6739.161
20160826,6719.748
20160829,6762.05
20160830,6753.194
20160831,6733.742
20160901,6733.656
20160902,6776.522
20160906,6794.164
20160907,6797.543
20160908,6791.125
20160909,6619.448
20160912,6701.726
20160913,6581.016
20160914,6565.583
20160915,6621.615
20160916,6587.768
20160919,6604.833
20160920,6597.468
20160921,6680.292
20160922,6731.327
20160923,6692.3
20160926,6637.827
20160927,6661.997
20160928,6718.093
20160929,6655.012
20160930,6707.848
20161003,6683.701
20161004,6638.875
20161005,6672.104
20161006,6670.045
20161007,6640.417
20161010,6674.875
20161011,6596.836
20161012,6609.478
20161013,6591.021
20161014,6588.226
20161017,6571.163
20161018,6609.081
20161019,6635.409
20161020,6622.101
20161021,6612.773
20161024,6628.436
20161025,6599.102
20161026,6591.174
20161027,6572.292
20161028,6561.887
20161031,6564.765
20161101,6518.36
20161102,6471.233
20161103,6457.37
20161104,6452.741
20161107,6585.288
20161108,6607.495
20161109,6696.043
20161110,6739.789
20161111,6729.918
20161114,6762.244
20161115,6806.716
20161116,6783.273
20161117,6808.288
20161118,6801.963
20161121,6851.599
20161122,6870.913
20161123,6885.091
20161125,6912.294
20161128,6867.26
20161129,6871.337
20161130,6884.981
20161201,6882.43
20161202,6885.445
20161205,6928.487
20161206,6961.572
20161207,7052.553
20161208,7077.054
20161209,7103.903
20161212,7095.41
20161213,7126.498
20161214,7045.443
20161215,7071.288
20161216,7069.149
20161219,7078.755
20161220,7108.99
20161221,7090.466
20161222,7075.417
20161223,7085.898
20161227,7098.175
20161228,7041.175
20161229,7048.384
20161230,7032.91
20170103,7091.381
20170104,7152.233
20170105,7136.296
20170106,7143.585
20170109,7097.609
20170110,7100.92
20170111,7126.765
20170112,7108.431
20170113,7123.299
20170117,7104.254
20170118,7110.619
20170119,7079.921
20170120,7107.949
20170123,7088.305
20170124,7148.638
20170125,7202.536
20170126,7191.595
20170127,7171.746
20170130,7124.618
20170131,7131.497
20170201,7119.148
20170202,7128.088
20170203,7191.623
20170206,7164.917
20170207,7154.689
20170208,7162.558
20170209,7212.255
20170210,7244.38
20170213,7277.888
20170214,7308.593
20170215,7339.966
20170216,7330.009
20170217,7338.604
20170221,7385.465
20170222,7369.527
20170223,7372.291
20170224,7372.006
20170227,7384.634
20170228,7355.366
20170301,7455.931
20170302,7406.856
20170303,7411.168
20170306,7381.735
20170307,7353.878
20170308,7319.63
20170309,7316.985
20170310,7339.888
20170313,7349.068
20170314,7315.282
20170315,7395.427
20170316,7388.624
20170317,7379.271
20170320,7352.563
20170321,7263.038
20170322,7266.808
20170323,7270.834
20170324,7260.716
20170327,7250.851
20170328,7305.188
20170329,7316.47
20170330,7336.517
20170331,7325.749
20170403,7306.079
20170404,7309.586
20170405,7284.029
20170406,7313.703
20170407,7306.895
20170410,7321.171
20170411,7325.012
20170412,7292.207
20170413,7232.286
20170417,7295.763
20170418,7273.47
20170419,7253.344
20170420,7305.741
20170421,7278.323
20170424,7353.045
20170425,7396.24
20170426,7395.41
20170427,7382.619
20170428,7354.627
20170501,7352.752
20170502,7353.049
20170503,7337.935
20170504,7328.847
20170505,7376.905
20170508,7368.718
20170509,7348.983
20170510,7372.095
20170511,7348.233
20170512,7327.185
20170515,7371.914
20170516,7356.189
20170517,7242.151
20170518,7256.373
20170519,7322.103
20170522,7354.153
20170523,7368.006
20170524,7380.296
20170525,7394.187
20170526,7394.173
20170530,7372.799
20170531,7370.956
20170601,7443.812
20170602,7448.592
20170605,7434.386
20170606,7420.8
20170607,7417.652
20170608,7421.383
20170609,7475.809
20170612,7483.836
20170613,7517.235
20170614,7504.393
20170615,7488.156
20170616,7500.706
20170619,7540.002
20170620,7484.935
20170621,7452.967
20170622,7460.244
20170623,7476.896
20170626,7495.836
20170627,7466.385
20170628,7528.856
20170629,7487.652
20170630,7505.051
20170703,7555.629
20170705,7535.522
20170706,7467.195
20170707,7504.733
20170710,7497.538
20170711,7490.296
20170712,7537.687
20170713,7549.486
20170714,7582.438
20170717,7581.119
20170718,7570.191
20170719,7614.629
20170720,7611.463
20170721,7603.406
20170724,7590.145
20170725,7629.613
20170726,7622.275
20170727,7621.218
20170728,7614.52
20170731,7619.644
20170801,7637.699
20170802,7626.343
20170803,7613.851
20170804,7630.894
20170807,7629.363
20170808,7605.896
20170809,7599.852
20170810,7508.523
20170811,7502.963
20170814,7566.061
20170815,7552.359
20170816,7567.655
20170817,7468.857
20170818,7457.026
20170821,7469.442
20170822,7527.261
20170823,7514.922
20170824,7505.102
20170825,7528.889
20170828,7521.694
20170829,7519.848
20170830,7536.539
20170831,7580.744
20170901,7609.225
20170905,7553.827
20170906,7580.299
20170907,7576.019
20170908,7582.27
20170911,7659.638
20170912,7689.209
20170913,7693.861
20170914,7703.526
20170915,7712.84
20170918,7733.306
20170919,7741.947
20170920,7756.5
20170921,7745.158
20170922,7755.243
20170925,7763.365
20170926,7761.16
20170927,7779.484
20170928,7797.065
20170929,7811.788
20171002,7854.363
20171003,7873.757
20171004,7880.417
20171005,7909.264
20171006,7895.869
20171009,7877.839
20171010,7905.053
20171011,7918.687
20171012,7906.51
20171013,7908.332
20171016,7912.646
20171017,7910.992
20171018,7921.703
20171019,7929.788
20171020,7966.905
20171023,7939.789
20171024,7952.923
20171025,7907.717
20171026,7929.329
20171027,7935.603
20171030,7895.663
20171031,7904.326
20171101,7918.816
20171102,7922.634
20171103,7930.518
20171106,7941.883
20171107,7931.283
20171108,7935.268
20171109,7915.119
20171110,7910.451
20171113,7910.359
20171114,7890.06
20171115,7849.751
20171116,7911.574
20171117,7906.866
20171120,7922.896
20171121,7961.04
20171122,7957.06
20171124,7969.945
20171127,7957.685
20171128,8043.86
20171129,8084.499
20171130,8146.441
20171201,8147.337
20171204,8165.736
20171205,8122.52
20171206,8098.469
20171207,8127.311
20171208,8172.863
20171211,8188.309
20171212,8206.015
20171213,8203.975
20171214,8161.76
20171215,8214.681
20171218,8265.268
20171219,8241.62
20171220,8241.012
20171221,8269.518
20171222,8268.876
20171226,8279.409
20171227,8287.65
20171228,8310.793
20171229,8275.787
20180102,8323.232
20180103,8363.13
20180104,8405.18
20180105,8446.354
20180108,8458.566
20180109,8468.227
20180110,8454.317
20180111,8526.568
20180112,8576.275
20180116,8541.251
20180117,8608.985
20180118,8585.001
20180119,8631.985
20180122,8689.839
20180123,8692.477
20180124,8704.336
20180125,8708.554
20180126,8787.388
20180129,8719.601
20180130,8621.671
20180131,8616.76
20180201,8629.163
20180202,8440.585
20180205,8109.779
20180206,8211.7
20180207,8199.131
20180208,7921.646
20180209,8012.837
20180212,8112.777
20180213,8131.764
20180214,8233.626
20180215,8309.506
20180216,8322.83
20180220,8247.7
20180221,8201.926
20180222,8208.05
20180223,8318.743
20180226,8397.783
20180227,8289.845
20180228,8183.221
20180301,8098.996
20180302,8127.318
20180305,8213.069
20180306,8240.452
20180307,8232.783
20180308,8261.626
20180309,8387.123
20180312,8368.744
20180313,8331.932
20180314,8279.117
20180315,8259.995
20180316,8291.392
20180319,8203.84
20180320,8208.901
20180321,8222.879
20180322,8021.611
20180323,7881.735
20180326,8043.778
20180327,7956.739
20180328,7956.837
20180329,8054.437
20180330,7977.701
20180402,7900.965
20180403,7999.189
20180404,8069.799
20180405,8142.083
20180406,7984.916
20180409,7999.332
20180410,8118.031
20180411,8083.28
20180412,8129.896
20180413,8109.813
20180416,8181.343
20180417,8240.104
20180418,8251.628
20180419,8215.702
20180420,8174.659
20180423,8180.447
20180424,8106.043
20180425,8118.427
20180426,8164.203
20180427,8172.554
20180430,8112.771
20180501,8105.644
20180502,8051.893
20180503,8030.539
20180504,8112.285
20180507,8133.815
20180508,8137.575
20180509,8204.777
20180510,8275.684
20180511,8295.265
20180514,8300.691
20180515,8263.634
20180516,8296.747
20180517,8309.433
20180518,8294.248
20180521,8358.641
20180522,8323.169
20180523,8327.218
20180524,8303.737
20180525,8271.052
20180529,8165.439
20180530,8291.767
20180531,8219.77
20180601,8279.736
20180604,8310.381
20180605,8312.635
20180606,8387.189
20180607,8404.275
20180608,8438.675
20180611,8450.2
20180612,8452.633
20180613,8409.865
20180614,8407.399
20180615,8396.293
20180618,8386.869
20180619,8344.548
20180620,8348.039
20180621,8297.413
20180622,8335.988
20180625,8240.118
20180626,8260.863
20180627,8201.375
20180628,8240.182
20180629,8255.326
20180702,8253.232
20180703,8250.96
20180705,8310.264
20180706,8360.784
20180709,8431.877
20180710,8460.461
20180711,8390.905
20180712,8438.489
20180713,8446.262
20180716,8434.564
20180717,8457.525
20180718,8491
20180719,8473.589
20180720,8461.34
20180723,8463.398
20180724,8488.232
20180725,8544.45
20180726,8570.169
20180727,8532.871
20180730,8518.806
20180731,8566.314
20180801,8529.078
20180802,8549.556
20180803,8587.908
20180806,8612.853
20180807,8627.892
20180808,8620.938
20180809,8614.284
20180810,8560.129
20180813,8509.094
20180814,8566.408
20180815,8502.062
20180816,8589.452
20180817,8634.686
20180820,8669.738
20180821,8687.644
20180822,8678.278
20180823,8653.309
20180824,8696.454
20180827,8752.106
20180828,8745.795
20180829,8769.397
20180830,8721.146
20180831,8713.688
20180904,8695.371
20180905,8702.057
20180906,8689.598
20180907,8670.525
20180910,8688.112
20180911,8705.132
20180912,8726.268
20180913,8749.711
20180914,8763.431
20180917,8747.014
20180918,8785.809
20180919,8797.821
20180920,8858.849
20180921,8868.628
20180924,8813.925
20180925,8798.121
20180926,8752.863
20180927,8755.916
20180928,8755.028
20181001,8785.258
20181002,8775.272
20181003,8784.467
20181004,8742.311
20181005,8712.572
20181008,8724.569
20181009,8698.743
20181010,8458.538
20181011,8267.787
20181012,8330.192
20181015,8319.755
20181016,8470.927
20181017,8455.278
20181018,8354.544
20181019,8350.737
20181022,8289.565
20181023,8231.593
20181024,8028.989
20181025,8124.118
20181026,8015.477
20181029,7996.267
20181030,8123.719
20181031,8173.672
20181101,8264.468
20181102,8244.872
20181105,8317.526
20181106,8363.166
20181107,8498.763
20181108,8480.616
20181109,8425.325
20181112,8298.964
20181113,8283.855
20181114,8235.03
20181115,8299.253
20181116,8330.819
20181119,8244.805
20181120,8089.045
20181121,8127.893
20181123,8077.733
20181126,8175.622
20181127,8181.589
20181128,8340.053
20181129,8327.856
20181130,8385.372
20181203,8467.677
20181204,8216.041
20181206,8174.878
20181207,8034.571
20181210,8003.328
20181211,7986.646
20181212,8025.762
20181213,8015.359
20181214,7896.17
20181217,7730.195
20181218,7708.722
20181219,7617.726
20181220,7497.801
20181221,7373.5
20181224,7179.482
20181226,7490.856
20181227,7555.518
20181228,7551.911
20181231,7618.682
20190102,7622.863
20190103,7488.205
20190104,7713.94
20190107,7775.145
20190108,7855.499
20190109,7894.314
20190110,7932.878
20190111,7940.11
20190114,7910.82
20190115,7962.46
20190116,7994.856
20190117,8055.356
20190118,8165.174
20190122,8065.447
20190123,8078.019
20190124,8083.607
20190125,8148.87
20190128,8113.273
20190129,8133.771
20190130,8221.476
20190131,8272.367
20190201,8302.226
20190204,8339.795
20190205,8363.941
20190206,8346.812
20190207,8282.271
20190208,8284.287
20190211,8295.419
20190212,8392.742
20190213,8427.018
20190214,8402.344
20190215,8515.905
20190219,8537.242
20190220,8561.98
20190221,8532.168
20190222,8576.354
20190225,8577.826
20190226,8560.451
20190227,8565.202
20190228,8541.233
20190301,8586.56
20190304,8540.151
20190305,8525.333
20190306,8463.832
20190307,8413.89
20190308,8395.812
20190311,8494.987
20190312,8510.733
20190313,8565.323
20190314,8559.762
20190315,8585.83
20190318,8629.714
20190319,8614.437
20190320,8566.312
20190321,8640.448
20190322,8480.509
20190325,8478.027
20190326,8548.495
20190327,8514.95
20190328,8554.412
20190329,8600.37
20190401,8694.988
20190402,8679.811
20190403,8687.584
20190404,8714.68
20190405,8757.098
20190408,8762.859
20190409,8701.792
20190410,8732.348
20190411,8741.415
20190412,8808.78
20190415,8799.352
20190416,8794.876
20190417,8754.547
20190418,8768.604
20190422,8767.334
20190423,8828.423
20190424,8810.594
20190425,8780.841
20190426,8838.176
20190429,8850.62
20190430,8887.31
20190501,8809.474
20190502,8793.996
20190503,8867.604
20190506,8838.03
20190507,8707.011
20190508,8696.902
20190509,8679.632
20190510,8727.821
20190513,8551.848
20190514,8619.334
20190515,8643.74
20190516,8716.209
20190517,8669.707
20190520,8647.134
20190521,8718.668
20190522,8687.72
20190523,8586.756
20190524,8616.842
20190528,8533.543
20190529,8475.889
20190530,8480.157
20190531,8389.112
20190603,8427.947
20190604,8588.908
20190605,8646.931
20190606,8691.318
20190607,8747.211
20190610,8765.195
20190611,8756.938
20190612,8749.205
20190613,8788.061
20190614,8775.453
20190617,8768.545
20190618,8839.451
20190619,8870.141
20190620,8952.396
20190621,8929.651
20190624,8902.627
20190625,8848.258
20190626,8819.779
20190627,8865.967
20190628,8936.156
20190701,8979.961
20190702,8997.715
20190703,9069.565
20190705,9060.288
20190708,9021.212
20190709,9022.258
20190710,9041.927
20190711,9065.429
20190712,9103.152
20190715,9092.253
20190716,9071.168
20190717,9011.216
20190718,9043.792
20190719,9000.524
20190722,8999.016
20190723,9061.655
20190724,9105.263
20190725,9064.284
20190726,9115.174
20190729,9097.648
20190730,9090.192
20190731,9005.949
20190801,8910.61
20190802,8864.599
20190805,8630.718
20190806,8726.763
20190807,8725.015
20190808,8876.468
20190809,8822.27
20190812,8709.869
20190813,8805.003
20190814,8560.117
20190815,8587.295
20190816,8713.546
20190819,8800.206
20190820,8736.153
20190821,8802.792
20190822,8806.111
20190823,8608.298
20190826,8683.818
20190827,8645.733
20190828,8714.178
20190829,8817.951
20190830,8832.898
20190903,8782.903
20190904,8868.08
20190905,8960.425
20190906,8972.764
20190909,8990.482
20190910,9010.139
20190911,9074.4
20190912,9092.191
20190913,9097.725
20190916,9091.917
20190917,9102.89
20190918,9098.057
20190919,9092.788
20190920,9070.152
20190923,9069.761
20190924,9006.689
20190925,9040.416
20190926,9023.271
20190927,8995.342
20190930,9023.779
20191001,8899.351
20191002,8747.166
20191003,8799.319
20191004,8909.369
20191007,8871.017
20191008,8736.959
20191009,8805.017
20191010,8856.696
20191011,8953.261
20191014,8935.723
20191015,9006.198
20191016,8993.069
20191017,9024.958
20191018,9010.123
20191021,9061.794
20191022,9048.11
20191023,9072.238
20191024,9067.421
20191025,9091.926
20191028,9119.515
20191029,9140.07
20191030,9163.564
20191031,9118.783
20191101,9211.136
20191104,9240.242
20191105,9223.772
20191106,9232.787
20191107,9262.716
20191108,9279.464
20191111,9262.011
20191112,9266.781
20191113,9274.465
20191114,9288.057
20191115,9355.59
20191118,9351.546
20191119,9338.662
20191120,9317.633
20191121,9306.272
20191122,9329.14
20191125,9388.263
20191126,9411.727
20191127,9442.117
20191129,9406.649
20191202,9336.612
20191203,9279.025
20191204,9338.887
20191205,9352.527
20191206,9426.479
20191209,9406.611
20191210,9399.618
20191211,9415.896
20191212,9495.569
20191213,9483.839
20191216,9543.011
20191217,9545.112
20191218,9545.144
20191219,9574.126
20191220,9621.239
20191223,9623.135
20191224,9623.428
20191226,9651.683
20191227,9650.646
20191230,9607.118
20191231,9636.411
